laptop id,company,product,typename,inches,ScreenResolution,Cpu,Ram,Gpu,OpSys,Weight,Price_euros
L1740,Lenovo,Legion 14,Business,16,3000x2000 IPS 3K,Ryzen 5 7640U,32GB,Intel Iris Xe,ChromeOS,1.86,1477.7
L1741,Lenovo,ThinkPad X 15,Gaming,17,1920x1080 Touchscreen Full HD,Ryzen 5 7640U,16GB,Intel Iris Xe,Windows 11,2.23,1066.34
L1742,Razer,Blade 15,2 in 1 Convertible,15.6,3000x2000 IPS 3K,Ryzen 7 7735HS,32GB,NVIDIA GeForce RTX 3050,Windows 11,1.94,1924.41
L1743,Dell,Vostro 14,Gaming,15.6,2880x1800 IPS Touchscreen 2.8K,Ryzen 9 7940HS,8GB,NVIDIA GeForce RTX 4060,Windows 11 Pro,1.84,1979.68
L1744,Gigabyte,AORUS 15,Ultrabook,15,3840x2160 Touchscreen 4K UHD,Core Ultra 7 165H,64GB,NVIDIA GeForce RTX 4070,Windows 11 Pro,1.99,3219.89
L1745,ASUS,ROG Zephyrus X1,Workstation,16.1,3200x2000 Touchscreen 3.2K,Core i7-13700H,8GB,Intel Arc iGPU,Windows 11 Pro,1.84,1429.86
L1746,Avita,Liber V 13,Chromebook,16.1,2880x1800 Touchscreen 2.8K,Ryzen 7 8840U,8GB,AMD Radeon 780M,Windows 11 Pro,1.93,1148.76
L1747,Dell,Inspiron,Gaming,17,1920x1080 IPS Touchscreen Full HD,Ryzen 9 7940HS,48GB,NVIDIA GeForce RTX 3050,Ubuntu 22.04,2.41,2637.77
L1748,MSI,Katana Pro,Chromebook,13.3,2880x1800 IPS Touchscreen 2.8K,Ryzen 9 7940HS,16GB,NVIDIA GeForce RTX 4050,Windows 11 Pro,1.47,1630.19
L1749,Toshiba,Dynabook Tecra X1,Workstation,17,2560x1600 Touchscreen WQXGA (HD quality),Core i7-13700H,8GB,NVIDIA GeForce RTX 4050,Windows 11,2.31,1697.04
L1750,Samsung,Galaxy Book Pro 15,Gaming,14.5,3200x2000 IPS Touchscreen 3.2K,Core Ultra 9 185H,16GB,NVIDIA GeForce RTX 4060,Windows 11 Pro,1.74,2286.22
L1751,Gigabyte,G5 13,Chromebook,17,2560x1440 IPS Touchscreen Quad HD,Ryzen 9 7940HS,24GB,NVIDIA GeForce RTX 4060,Ubuntu 22.04,2.34,2105.72
L1752,Toshiba,Dynabook Tecra X1,Netbook,14,3200x2000 Touchscreen 3.2K,Ryzen 7 8840U,16GB,AMD Radeon 760M,Windows 11,1.42,1107.94
L1753,Gigabyte,AORUS 7,Gaming,15,2560x1600 Touchscreen WQXGA (HD quality),Core Ultra 9 185H,32GB,AMD Radeon 780M,Windows 11 Pro,1.64,2230.17
L1754,Samsung,Galaxy Book Pro 16,Chromebook,17,2560x1600 IPS Touchscreen WQXGA (HD quality),Ryzen 7 7840U,16GB,AMD Radeon 780M,Ubuntu 24.04,2.24,1317.96
L1755,Apple,MacBook Pro X1,Gaming,15.6,1920x1080 Touchscreen Full HD,Apple M3,48GB,Apple M3 10‑core GPU,macOS,1.63,1999.8
L1756,Avita,Pura 13,Gaming,13.3,3840x2160 Touchscreen 4K UHD,Core i7-13700H,32GB,Intel Iris Xe,Windows 11,1.3,1771.28
L1757,Razer,Blade Stealth Plus,2 in 1 Convertible,15,3200x2000 Touchscreen 3.2K,Core Ultra 7 155H,16GB,NVIDIA GeForce RTX 4060,Windows 11 Pro,2.05,2112.36
L1758,ASUS,TUF Gaming 7,Ultrabook,15,2560x1600 Touchscreen WQXGA (HD quality),Ryzen 7 7840U,24GB,Intel Arc iGPU,Ubuntu 24.04,1.59,1326.75
L1759,Apple,MacBook Air 13,Notebook,15,2880x1800 IPS Touchscreen 2.8K,Apple M3,16GB,Apple M3 10‑core GPU,macOS,1.49,1393.86
L1760,Avita,Liber V,Workstation,15.6,1920x1080 IPS Touchscreen Full HD,Ryzen 9 7940HS,32GB,AMD Radeon 760M,Windows 11,1.63,1808.56
L1761,HP,EliteBook X1,2 in 1 Convertible,13.3,1920x1080 IPS Full HD,Core Ultra 7 165H,8GB,Intel Arc iGPU,Ubuntu 24.04,1.25,1234.89
L1762,MSI,Creator Pro,2 in 1 Convertible,14.5,3840x2160 IPS 4K UHD,Ryzen 9 7940HS,64GB,NVIDIA GeForce RTX 3050,ChromeOS,1.94,2659.87
L1763,Razer,Blade Stealth 7,Notebook,14.5,2880x1800 IPS 2.8K,Ryzen 7 8840U,48GB,AMD Radeon 780M,Ubuntu 22.04,1.35,1978.1
L1764,Avita,Pura 16,Ultrabook,13.6,3840x2160 IPS 4K UHD,Core i5-1340P,48GB,AMD Radeon 780M,Ubuntu 22.04,1.37,1820.97
L1765,Acer,Swift,Notebook,13.6,2560x1600 Touchscreen WQXGA (HD quality),Ryzen 5 7640U,32GB,AMD Radeon 780M,Ubuntu 22.04,1.3,1236.34
L1766,Microsoft,Surface Pro Pro,Ultrabook,15,2560x1600 IPS Touchscreen WQXGA (HD quality),Core Ultra 5 125H,24GB,NVIDIA GeForce RTX 4050,Windows 11 Pro,1.91,1729.86
L1767,Lenovo,IdeaPad Slim 15,Notebook,15,3000x2000 IPS Touchscreen 3K,Core i7-13700H,24GB,NVIDIA GeForce RTX 4060,Windows 11,1.79,2033.4
L1768,MSI,Pulse G16,Business,15,2880x1800 IPS 2.8K,Ryzen 9 7940HS,48GB,NVIDIA GeForce RTX 3050,ChromeOS,1.92,2410.14
L1769,Avita,Liber V X1,2 in 1 Convertible,16.1,3200x2000 IPS 3.2K,Ryzen 5 7640U,8GB,AMD Radeon 780M,Windows 11 Pro,1.88,1003.85
L1770,MSI,Prestige 13,Chromebook,16,2880x1800 Touchscreen 2.8K,Core Ultra 9 185H,16GB,NVIDIA GeForce RTX 4070,Ubuntu 24.04,2.31,2737.28
L1771,Lenovo,IdeaPad Slim 15,Workstation,15.6,3200x2000 IPS Touchscreen 3.2K,Core i7-1360P,32GB,AMD Radeon 780M,Windows 11,1.66,1812.1
L1772,Lenovo,ThinkPad T Plus,Gaming,15,2560x1440 Touchscreen Quad HD,Ryzen 7 7840U,8GB,AMD Radeon 760M,ChromeOS,1.59,1043.57
L1773,Apple,MacBook Air 15,Business,16,3000x2000 Touchscreen 3K,Apple M3,8GB,Apple M3 10‑core GPU,macOS,1.86,1300.93
L1774,Apple,MacBook Air 15,2 in 1 Convertible,14,3840x2160 Touchscreen 4K UHD,Apple M3,32GB,Apple M3 10‑core GPU,macOS,1.4,1585.9
L1775,Microsoft,Surface Pro 15,Workstation,15.6,1920x1080 IPS Touchscreen Full HD,Ryzen 5 7640U,16GB,AMD Radeon 780M,Windows 11 Pro,1.74,1215.44
L1776,Lenovo,ThinkPad X Pro,Chromebook,14.5,1920x1080 IPS Touchscreen Full HD,Ryzen 7 7840U,64GB,Intel Arc iGPU,Windows 11,1.46,2112.95
L1777,HP,OMEN 7,Chromebook,16.1,3200x2000 IPS 3.2K,Core i9-13900H,24GB,NVIDIA GeForce RTX 4050,Windows 11 Pro,2.45,2345.79
L1778,Gigabyte,AERO,Chromebook,13.6,2560x1440 IPS Quad HD,Core Ultra 7 165H,64GB,Intel Iris Xe,Windows 11 Pro,1.29,2435.5
L1779,Apple,MacBook Pro 7,Chromebook,16.1,1920x1080 IPS Touchscreen Full HD,Apple M3 Max,8GB,Apple M3 10‑core GPU,macOS,1.94,1975.73
L1780,Samsung,Galaxy Book X1,Netbook,16,2560x1600 Touchscreen WQXGA (HD quality),Ryzen 9 7940HS,32GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11 Pro,2.16,2967.38
L1781,ASUS,Zenbook,Netbook,14,2560x1440 Touchscreen Quad HD,Core i5-13500H,64GB,Intel Iris Xe,Ubuntu 22.04,1.44,2043.7
L1782,Toshiba,Dynabook Tecra Plus,Notebook,15,2560x1440 IPS Touchscreen Quad HD,Core i7-13700H,8GB,NVIDIA GeForce RTX 4060,Windows 11,1.97,1743.49
L1783,Gigabyte,AERO 13,Netbook,13.3,3200x2000 IPS Touchscreen 3.2K,Core Ultra 5 125H,8GB,NVIDIA GeForce RTX 4050,Windows 11,1.58,1195.32
L1784,Razer,Blade 16,Chromebook,15.6,3000x2000 Touchscreen 3K,Core Ultra 9 185H,24GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11 Pro,1.96,3294.3
L1785,ASUS,ExpertBook X1,Chromebook,13.6,3840x2160 Touchscreen 4K UHD,Ryzen 7 7840U,64GB,Apple M3 10‑core GPU,ChromeOS,1.39,2070.35
L1786,ASUS,VivoBook 14,Ultrabook,14.5,1920x1080 Touchscreen Full HD,Core i5-13500H,32GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11 Pro,1.82,2595.57
L1787,Avita,Liber V 7,Gaming,15,1920x1080 IPS Full HD,Core Ultra 7 165H,8GB,NVIDIA GeForce RTX 3050,Windows 11 Pro,2.03,1626.6
L1788,Microsoft,Surface Laptop Studio 16,2 in 1 Convertible,14,2880x1800 IPS 2.8K,Ryzen 7 7840U,64GB,Intel Arc iGPU,Ubuntu 22.04,1.45,2211.63
L1789,MSI,Modern X1,2 in 1 Convertible,13.3,1920x1080 IPS Full HD,Core Ultra 5 125H,48GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11,1.68,2894.53
L1790,Gigabyte,G5 Pro,Ultrabook,14,3000x2000 IPS Touchscreen 3K,Core i7-1360P,64GB,AMD Radeon 780M,Windows 11,1.37,2326.57
L1791,Huawei,MateBook D,Workstation,14.5,3200x2000 Touchscreen 3.2K,Ryzen 9 7940HS,8GB,NVIDIA GeForce RTX 4070,Windows 11,1.92,1918.24
L1792,HP,OMEN Pro,Notebook,15.6,3840x2160 IPS Touchscreen 4K UHD,Ryzen 9 7940HS,64GB,AMD Radeon 760M,Ubuntu 24.04,1.73,2448.64
L1793,Toshiba,Dynabook Tecra,Netbook,17,2560x1440 IPS Touchscreen Quad HD,Core Ultra 5 125H,48GB,NVIDIA GeForce RTX 4050,Windows 11 Pro,2.71,2175.99
L1794,Dell,Latitude 14,Business,14.5,2880x1800 Touchscreen 2.8K,Ryzen 5 7640U,64GB,Intel Arc iGPU,Windows 11 Pro,1.44,2109.71
L1795,Dell,Alienware m 7,Chromebook,16,3840x2160 IPS 4K UHD,Core i5-13500H,16GB,NVIDIA GeForce RTX 4080 Laptop GPU,ChromeOS,2.17,2554.73
L1796,MSI,Modern 7,Business,14,3000x2000 IPS 3K,Core i5-13500H,32GB,NVIDIA GeForce RTX 4080 Laptop GPU,Ubuntu 22.04,1.82,2538.18
L1797,MSI,Prestige X1,Netbook,14,2560x1440 IPS Touchscreen Quad HD,Core i7-13700H,24GB,NVIDIA GeForce RTX 4050,Ubuntu 22.04,1.57,1831.96
L1798,Samsung,Galaxy Book X1,Netbook,16.1,2880x1800 Touchscreen 2.8K,Core i9-13900H,16GB,AMD Radeon 780M,ChromeOS,1.91,1951.22
L1799,Avita,Liber V 16,Notebook,16.1,1920x1080 Touchscreen Full HD,Ryzen 9 7940HS,48GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11,2.43,3295.82
L1800,MSI,Creator 13,Chromebook,13.6,3200x2000 IPS 3.2K,Ryzen 7 7735HS,32GB,NVIDIA GeForce RTX 4060,Ubuntu 22.04,1.71,1815.07
L1801,Huawei,MateBook 14 14,Chromebook,17,3840x2160 Touchscreen 4K UHD,Ryzen 9 7940HS,8GB,NVIDIA GeForce RTX 3050,Ubuntu 22.04,2.33,1714.03
L1802,Acer,Swift 13,Business,13.3,2880x1800 Touchscreen 2.8K,Core Ultra 5 125H,32GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11,1.59,2533.05
L1803,Lenovo,ThinkPad X Pro,Ultrabook,16,2560x1440 IPS Quad HD,Core i7-13700H,64GB,NVIDIA GeForce RTX 4050,Ubuntu 22.04,2.39,2775.05
L1804,ASUS,ExpertBook 7,Netbook,14.5,2880x1800 IPS Touchscreen 2.8K,Ryzen 5 7640U,64GB,AMD Radeon 780M,Windows 11,1.51,1969.14
L1805,ASUS,TUF Gaming Plus,Netbook,16,3200x2000 Touchscreen 3.2K,Ryzen 5 7640U,64GB,AMD Radeon 760M,Windows 11 Pro,1.86,2067.05
L1806,ASUS,ROG Zephyrus G16,2 in 1 Convertible,15,2560x1600 IPS Touchscreen WQXGA (HD quality),Core i5-1340P,32GB,AMD Radeon 760M,Ubuntu 24.04,1.52,1593.62
L1807,Lenovo,IdeaPad Slim Pro,2 in 1 Convertible,15,3000x2000 IPS Touchscreen 3K,Core i7-1360P,64GB,Apple M3 10‑core GPU,ChromeOS,1.58,2531.11
L1808,Toshiba,Dynabook Portege 15,Business,16,3840x2160 Touchscreen 4K UHD,Ryzen 7 7840U,16GB,Intel Arc iGPU,Ubuntu 24.04,1.79,1278.19
L1809,Apple,MacBook Pro 15,Gaming,16,3840x2160 IPS Touchscreen 4K UHD,Apple M3,64GB,Apple M3 10‑core GPU,macOS,1.87,2352.74
L1810,Lenovo,Yoga Plus,Netbook,17,1920x1080 Touchscreen Full HD,Core i5-1340P,24GB,Intel Arc iGPU,Windows 11,2.22,1439.16
L1811,MSI,Katana 14,Ultrabook,13.3,2880x1800 IPS 2.8K,Ryzen 7 7840U,48GB,Intel Iris Xe,Windows 11 Pro,1.24,1818.91
L1812,Samsung,Galaxy Book Plus,Netbook,15,3200x2000 Touchscreen 3.2K,Core Ultra 9 185H,48GB,Intel Arc iGPU,Windows 11 Pro,1.56,2545.65
L1813,Acer,Swift 14,Ultrabook,15,2560x1600 IPS WQXGA (HD quality),Core i9-13900H,8GB,NVIDIA GeForce RTX 4060,Windows 11,1.8,2134.43
L1814,LG,Gram 15,Chromebook,15.6,2560x1440 IPS Quad HD,Core Ultra 7 155H,16GB,NVIDIA GeForce RTX 4060,Windows 11 Pro,2.18,2056.54
L1815,Avita,Pura 16,Gaming,17,2880x1800 IPS Touchscreen 2.8K,Ryzen 7 7840U,64GB,AMD Radeon 780M,Windows 11,2.2,2234.47
L1816,Microsoft,Surface Laptop Pro,Netbook,15.6,2560x1600 Touchscreen WQXGA (HD quality),Core i5-1340P,64GB,AMD Radeon 760M,ChromeOS,1.71,2377.09
L1817,LG,Gram Plus,2 in 1 Convertible,15.6,1920x1080 IPS Full HD,Ryzen 7 8840U,24GB,AMD Radeon 780M,Windows 11,1.69,1560.81
L1818,Avita,Pura 14,Chromebook,14,3000x2000 IPS 3K,Ryzen 9 7940HS,16GB,NVIDIA GeForce RTX 4060,Windows 11,1.92,1867.96
L1819,Acer,Nitro 14,Business,15,1920x1080 IPS Full HD,Ryzen 5 7640U,48GB,AMD Radeon 780M,Windows 11 Pro,1.53,1651.84
L1820,Razer,Blade X1,2 in 1 Convertible,13.6,3000x2000 Touchscreen 3K,Core Ultra 5 125H,16GB,Apple M3 10‑core GPU,Windows 11,1.28,1274.23
L1821,Apple,MacBook Pro G16,Ultrabook,15.6,3200x2000 IPS Touchscreen 3.2K,Apple M3,16GB,Apple M3 10‑core GPU,macOS,1.73,1401.51
L1822,MSI,Katana 15,Notebook,14,3840x2160 IPS 4K UHD,Ryzen 7 7840U,48GB,Apple M3 10‑core GPU,Windows 11,1.31,1744.74
L1823,Avita,Liber V 16,Gaming,13.3,2560x1440 Touchscreen Quad HD,Core i5-13500H,24GB,NVIDIA GeForce RTX 4050,Windows 11,1.44,1531.28
L1824,Gigabyte,G5 7,Business,16.1,2560x1440 IPS Touchscreen Quad HD,Core Ultra 7 155H,64GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11 Pro,2.29,3581.06
L1825,Toshiba,Dynabook Tecra 16,2 in 1 Convertible,16,3000x2000 Touchscreen 3K,Core Ultra 7 155H,8GB,NVIDIA GeForce RTX 4050,Windows 11 Pro,2.23,1613.94
L1826,Apple,MacBook Pro 14,Notebook,16.1,3000x2000 IPS 3K,Apple M3 Max,24GB,Apple M3 10‑core GPU,macOS,1.96,2338.26
L1827,Lenovo,ThinkPad T Pro,Notebook,16,2560x1440 IPS Touchscreen Quad HD,Core Ultra 5 125H,64GB,NVIDIA GeForce RTX 4050,Ubuntu 22.04,2.08,2452
L1828,Razer,Blade G16,Chromebook,14.5,3200x2000 Touchscreen 3.2K,Ryzen 9 7940HS,8GB,AMD Radeon 780M,Windows 11 Pro,1.45,1407.47
L1829,ASUS,ROG Zephyrus Plus,Notebook,15.6,3840x2160 IPS 4K UHD,Core i5-1340P,24GB,AMD Radeon 780M,Windows 11,1.55,1420.89
L1830,MSI,Pulse 15,Chromebook,17,3000x2000 IPS 3K,Core i5-1340P,64GB,AMD Radeon 780M,Ubuntu 22.04,2.22,2235.39
L1831,Samsung,Galaxy Book Pro,2 in 1 Convertible,13.3,2560x1600 IPS WQXGA (HD quality),Core i5-1340P,32GB,AMD Radeon 760M,Windows 11 Pro,1.28,1449.74
L1832,Huawei,MateBook D 15,Business,17,3000x2000 IPS 3K,Core Ultra 7 155H,16GB,Intel Iris Xe,Windows 11,2.11,1607.54
L1833,Dell,Inspiron 15,Workstation,16,1920x1080 IPS Full HD,Ryzen 7 7840U,16GB,Intel Arc iGPU,Windows 11,1.77,1390.69
L1834,Apple,MacBook Air 15,Notebook,16,2560x1440 Touchscreen Quad HD,Apple M2,16GB,Apple M2 10‑core GPU,macOS,1.81,1447.98
L1835,LG,Gram 7,2 in 1 Convertible,16,3000x2000 IPS 3K,Ryzen 7 7735HS,48GB,AMD Radeon 760M,Windows 11,1.71,2003.01
L1836,HP,Spectre x360 16,Notebook,13.3,2880x1800 IPS 2.8K,Ryzen 5 7640U,32GB,Intel Iris Xe,Windows 11 Pro,1.32,1233.59
L1837,LG,Ultra PC 13,Gaming,14.5,2880x1800 IPS 2.8K,Ryzen 5 7640U,8GB,Apple M3 10‑core GPU,Ubuntu 24.04,1.51,939.51
L1838,ASUS,ROG Zephyrus X1,Chromebook,14,3000x2000 Touchscreen 3K,Ryzen 7 8840U,32GB,Intel Arc iGPU,Windows 11 Pro,1.34,1390.17
L1839,Samsung,Galaxy Book Pro 13,Business,14,3840x2160 Touchscreen 4K UHD,Core i7-1360P,32GB,Intel Arc iGPU,Windows 11 Pro,1.4,1729.62
L1840,Gigabyte,G6 Pro,2 in 1 Convertible,13.3,2560x1600 Touchscreen WQXGA (HD quality),Ryzen 7 7840U,32GB,Intel Arc iGPU,Windows 11 Pro,1.3,1487.01
L1841,Apple,MacBook Air 13,Workstation,16,1920x1080 Touchscreen Full HD,Apple M3 Pro,32GB,Apple M3 10‑core GPU,macOS,1.88,2002.87
L1842,MSI,Modern 15,Ultrabook,15,3200x2000 IPS 3.2K,Core i7-13700H,32GB,AMD Radeon 780M,Windows 11,1.52,1818.42
L1843,Lenovo,ThinkPad X Plus,Business,17,3200x2000 Touchscreen 3.2K,Core i5-13500H,24GB,NVIDIA GeForce RTX 4060,Windows 11 Pro,2.63,1847.11
L1844,Avita,Pura,2 in 1 Convertible,16,3000x2000 IPS Touchscreen 3K,Core Ultra 5 125H,8GB,NVIDIA GeForce RTX 4050,Windows 11,2.11,1409.58
L1845,Gigabyte,G5 Plus,Gaming,14,3840x2160 IPS Touchscreen 4K UHD,Core Ultra 7 165H,32GB,AMD Radeon 760M,Windows 11,1.31,1685.68
L1846,ASUS,Zenbook X1,Gaming,13.6,1920x1080 IPS Touchscreen Full HD,Ryzen 7 7840U,16GB,Apple M3 10‑core GPU,Windows 11 Pro,1.21,1085.04
L1847,Dell,Alienware m 13,Chromebook,16,3200x2000 IPS 3.2K,Ryzen 7 8840U,64GB,AMD Radeon 760M,Windows 11 Pro,1.87,2382.02
L1848,ASUS,ExpertBook Plus,Chromebook,13.3,2560x1600 IPS WQXGA (HD quality),Core Ultra 7 155H,32GB,NVIDIA GeForce RTX 4060,Windows 11 Pro,1.86,2126.27
L1849,Huawei,MateBook D Pro,Notebook,13.3,2880x1800 IPS 2.8K,Ryzen 7 7840U,64GB,AMD Radeon 780M,Windows 11,1.17,2073.03
L1850,Toshiba,Dynabook Tecra 14,Chromebook,15.6,3840x2160 Touchscreen 4K UHD,Ryzen 7 7840U,64GB,AMD Radeon 760M,Windows 11 Pro,1.67,2148.33
L1851,Avita,Liber V 13,2 in 1 Convertible,17,3840x2160 IPS Touchscreen 4K UHD,Core i5-13500H,48GB,Intel Iris Xe,Windows 11,2.25,1933.59
L1852,Apple,MacBook Pro 13,Business,16.1,2560x1600 IPS WQXGA (HD quality),Apple M3,8GB,Apple M3 10‑core GPU,macOS,1.88,1304.32
L1853,Huawei,MateBook D X1,Notebook,14.5,1920x1080 Touchscreen Full HD,Ryzen 7 8840U,48GB,Intel Arc iGPU,Ubuntu 22.04,1.41,1778.27
L1854,Apple,MacBook Air 13,Netbook,15,2560x1600 IPS Touchscreen WQXGA (HD quality),Apple M3 Pro,48GB,Apple M3 10‑core GPU,macOS,1.49,2340.33
L1855,Avita,Liber V Plus,Notebook,14,2880x1800 Touchscreen 2.8K,Core Ultra 7 165H,16GB,AMD Radeon 780M,Windows 11 Pro,1.26,1438.03
L1856,Huawei,MateBook D G16,Notebook,15,3840x2160 Touchscreen 4K UHD,Ryzen 7 7840U,8GB,Intel Iris Xe,Windows 11 Pro,1.61,1015.8
L1857,Microsoft,Surface Laptop Studio 15,Workstation,15.6,2560x1600 IPS WQXGA (HD quality),Core i9-13900H,24GB,NVIDIA GeForce RTX 3050,Windows 11,2.18,2421.13
L1858,Gigabyte,G6 Plus,Business,17,3200x2000 IPS Touchscreen 3.2K,Ryzen 7 7735HS,8GB,NVIDIA GeForce RTX 4070,Windows 11 Pro,2.6,1819.99
L1859,HP,Pavilion,Gaming,13.6,2880x1800 Touchscreen 2.8K,Core i7-1360P,64GB,Intel Arc iGPU,Windows 11,1.2,2346.81
L1860,Razer,Blade Stealth 15,Business,16.1,1920x1080 Touchscreen Full HD,Core Ultra 7 155H,32GB,NVIDIA GeForce RTX 4060,ChromeOS,2.32,2397.24
L1861,HP,Envy 16,Notebook,17,3840x2160 IPS Touchscreen 4K UHD,Core Ultra 5 125H,32GB,NVIDIA GeForce RTX 4050,Windows 11,2.54,1781.87
L1862,Avita,Liber V 16,Workstation,15,2560x1440 Touchscreen Quad HD,Ryzen 7 7840U,64GB,Intel Arc iGPU,Windows 11 Pro,1.5,2228.78
L1863,Acer,Swift Plus,Workstation,16.1,2880x1800 Touchscreen 2.8K,Core Ultra 7 155H,64GB,AMD Radeon 760M,Windows 11 Pro,1.88,2505.62
L1864,Razer,Blade Stealth 13,Workstation,16.1,2560x1600 IPS WQXGA (HD quality),Core Ultra 9 185H,32GB,NVIDIA GeForce RTX 4060,Ubuntu 22.04,2.18,2792.13
L1865,LG,Gram Pro,Gaming,16,3840x2160 IPS 4K UHD,Core Ultra 5 125H,64GB,NVIDIA GeForce RTX 4070,Windows 11 Pro,2.09,3148.71
L1866,Apple,MacBook Air 15,Business,16,2880x1800 IPS Touchscreen 2.8K,Apple M3 Max,48GB,Apple M3 10‑core GPU,macOS,1.73,2721.82
L1867,Acer,Aspire 15,Business,13.6,3000x2000 Touchscreen 3K,Core Ultra 7 155H,64GB,Intel Iris Xe,Windows 11,1.36,2423.1
L1868,Gigabyte,G5 14,Workstation,14,2560x1600 IPS WQXGA (HD quality),Ryzen 9 7940HS,64GB,NVIDIA GeForce RTX 4050,Windows 11,1.59,2637.26
L1869,Razer,Blade 15,Workstation,14.5,2880x1800 Touchscreen 2.8K,Core i9-13900H,32GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11,1.91,3377.06
L1870,ASUS,VivoBook 16,2 in 1 Convertible,17,2560x1440 Touchscreen Quad HD,Core i9-13900H,24GB,NVIDIA GeForce RTX 4070,Windows 11 Pro,2.63,2882.06
L1871,HP,EliteBook Pro,Netbook,15,2880x1800 IPS Touchscreen 2.8K,Core Ultra 9 185H,48GB,NVIDIA GeForce RTX 4080 Laptop GPU,Ubuntu 24.04,1.81,3678.12
L1872,Toshiba,Dynabook Portege X1,Netbook,13.3,2560x1600 Touchscreen WQXGA (HD quality),Core i9-13900H,48GB,NVIDIA GeForce RTX 3050,Ubuntu 24.04,1.57,2773.44
L1873,Lenovo,IdeaPad Slim 16,Business,16,3000x2000 Touchscreen 3K,Ryzen 9 7940HS,48GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11,2.08,3341.04
L1874,Toshiba,Dynabook Tecra X1,Ultrabook,13.6,3840x2160 Touchscreen 4K UHD,Ryzen 5 7640U,8GB,Intel Arc iGPU,ChromeOS,1.23,818.07
L1875,Gigabyte,G6 13,Netbook,16,2880x1800 Touchscreen 2.8K,Ryzen 9 7940HS,64GB,NVIDIA GeForce RTX 4060,Windows 11 Pro,2.41,2919.97
L1876,LG,Ultra PC 16,Gaming,14.5,2560x1600 IPS Touchscreen WQXGA (HD quality),Core i7-1360P,48GB,AMD Radeon 760M,Windows 11 Pro,1.35,2276.93
L1877,Avita,Pura G16,Ultrabook,15.6,3840x2160 Touchscreen 4K UHD,Ryzen 7 7735HS,16GB,NVIDIA GeForce RTX 4060,Windows 11 Pro,2.27,1616.5
L1878,Samsung,Galaxy Book3 Pro,Gaming,15.6,3840x2160 Touchscreen 4K UHD,Core i5-1340P,8GB,Intel Iris Xe,Windows 11,1.66,1113.27
L1879,Samsung,Galaxy Book Pro 14,Business,15,3000x2000 IPS 3K,Ryzen 7 7840U,48GB,AMD Radeon 780M,Windows 11 Pro,1.62,1912.86
L1880,LG,Ultra PC 15,Netbook,17,2560x1600 IPS WQXGA (HD quality),Core Ultra 7 155H,8GB,Intel Iris Xe,Windows 11 Pro,2.22,1510.93
L1881,Gigabyte,AORUS,Workstation,17,3840x2160 Touchscreen 4K UHD,Core i7-13700H,32GB,NVIDIA GeForce RTX 4070,Ubuntu 22.04,2.73,2583.94
L1882,Apple,MacBook Air 13,Workstation,15,3200x2000 Touchscreen 3.2K,Apple M3,64GB,Apple M3 10‑core GPU,macOS,1.57,2322.39
L1883,Gigabyte,G6 15,2 in 1 Convertible,13.6,3000x2000 IPS 3K,Core Ultra 9 185H,16GB,NVIDIA GeForce RTX 4070,Windows 11,1.61,2476.12
L1884,Samsung,Galaxy Book Pro 16,Netbook,16.1,2880x1800 Touchscreen 2.8K,Core i5-13500H,16GB,NVIDIA GeForce RTX 4070,Windows 11 Pro,2.38,2027.22
L1885,Microsoft,Surface Pro 7,Chromebook,15,3840x2160 Touchscreen 4K UHD,Ryzen 7 7735HS,24GB,NVIDIA GeForce RTX 4050,ChromeOS,2.13,1737.98
L1886,Acer,Aspire 7,Chromebook,15,3840x2160 IPS 4K UHD,Core i7-13700H,32GB,NVIDIA GeForce RTX 4080 Laptop GPU,Windows 11,1.79,3004.58
L1887,Samsung,Galaxy Book Pro 7,Netbook,13.6,2560x1600 IPS Touchscreen WQXGA (HD quality),Ryzen 7 8840U,16GB,AMD Radeon 780M,Windows 11 Pro,1.34,1159.65
L1888,LG,Gram,Ultrabook,13.3,3200x2000 IPS Touchscreen 3.2K,Core i5-1340P,64GB,Intel Arc iGPU,Ubuntu 24.04,1.23,2264.38
L1889,HP,Envy 16,Workstation,15.6,2560x1440 IPS Touchscreen Quad HD,Ryzen 9 7940HS,24GB,NVIDIA GeForce RTX 4050,ChromeOS,2.12,1923.51
L1890,Apple,MacBook Air 15,Chromebook,13.3,3840x2160 IPS Touchscreen 4K UHD,Apple M2,8GB,Apple M2 10‑core GPU,macOS,1.16,1081.92
L1891,ASUS,ExpertBook G16,Business,13.6,1920x1080 IPS Touchscreen Full HD,Ryzen 7 8840U,8GB,Intel Arc iGPU,Windows 11 Pro,1.29,997.35
L1892,Samsung,Galaxy Book Pro X1,Business,13.6,2560x1600 IPS Touchscreen WQXGA (HD quality),Ryzen 9 7940HS,32GB,NVIDIA GeForce RTX 3050,Windows 11 Pro,1.73,1966.49
